Protein_ID,Superfamily,Family,Subfamily
O43809,,Nudix hydrolase family,CPSF5 subfamily
O43812,,paired homeobox family,
O43813,,LanC-like protein family,
O43815,,WD repeat striatin family,
O43818,,WD repeat RRP9 family,
O43819,,SCO1/2 family,
O43820,,glycosyl hydrolase 56 family,
O43822,,No SIMILARITY comment found,
O43823,,AKAP95 family,
O43824,TRAFAC class OBG-HflX-like GTPase superfamily,HflX GTPase family,
O43825,,glycosyltransferase 31 family,
O43826,major facilitator superfamily,4) family,
O43827,,No SIMILARITY comment found,
O43829,,krueppel C2H2-type zinc-finger protein family,
O43837,,isocitrate and isopropylmalate dehydrogenases family,
O43847,,peptidase M16 family,
O43852,,CREC family,
O43854,,No SIMILARITY comment found,
O43861,,3) family,Type IV subfamily
O43865,,adenosylhomocysteinase family,
O43866,,No SIMILARITY comment found,
O43868,,41) family,
O43869,,G-protein coupled receptor 1 family,
O43889,,bZIP family,ATF subfamily
O43895,,peptidase M24B family,
O43896,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,Unc-104 subfamily
O43897,,No SIMILARITY comment found,
O43900,,prickle / espinas / testin family,
O43903,,GAS2 family,
O43908,,No SIMILARITY comment found,
O43909,,glycosyltransferase 47 family,
O43913,,ORC5 family,
O43914,,TYROBP family,
O43915,,PDGF/VEGF growth factor family,
O43916,,sulfotransferase 1 family,Gal/GlcNAc/GalNAc subfamily
O43918,,No SIMILARITY comment found,
O43920,,complex I NDUFS5 subunit family,
O43921,,ephrin family,
O43924,,PDE6D/unc-119 family,
O43927,,intercrine alpha (chemokine CxC) family,
O43929,,ORC4 family,
O43930,protein kinase superfamily,AGC Ser/Thr protein kinase family,cAMP subfamily
O43933,,AAA ATPase family,
O43934,,unc-93 family,
O60216,,rad21 family,
O60218,,aldo/keto reductase family,
O60220,,small Tim family,
O60224,,SSX family,
O60225,,SSX family,
O60229,protein kinase superfamily,CAMK Ser/Thr protein kinase family,
O60231,,DEAD box helicase family,DDX16/PRP8 sub-subfamily
O60232,,No SIMILARITY comment found,
O60234,,actin-binding proteins ADF family,GMF subfamily
O60235,,peptidase S1 family,
O60237,,No SIMILARITY comment found,
O60238,,NIP3 family,
O60239,,SH3BP5 family,
O60240,,perilipin family,
O60241,,G-protein coupled receptor 2 family,Adhesion G-protein coupled receptor (ADGR) subfamily
O60242,,G-protein coupled receptor 2 family,Adhesion G-protein coupled receptor (ADGR) subfamily
O60243,,sulfotransferase 6 family,
O60244,,Mediator complex subunit 14 family,
O60245,,No SIMILARITY comment found,
O60248,,No SIMILARITY comment found,
O60256,,ribose-phosphate pyrophosphokinase family,
O60258,,heparin-binding growth factors family,
O60259,,peptidase S1 family,Kallikrein subfamily
O60260,,RBR family,Parkin subfamily
O60262,,G protein gamma family,
O60264,,SNF2/RAD54 helicase family,ISWI subfamily
O60266,,adenylyl cyclase class-4/guanylyl cyclase family,
O60268,,No SIMILARITY comment found,
O60269,,No SIMILARITY comment found,
O60271,,JIP scaffold family,
O60279,,No SIMILARITY comment found,
O60281,,krueppel C2H2-type zinc-finger protein family,
O60282,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,Kinesin subfamily
O60284,,MYT1 family,
O60285,protein kinase superfamily,CAMK Ser/Thr protein kinase family,SNF1 subfamily
O60287,,No SIMILARITY comment found,
O60290,,No SIMILARITY comment found,
O60291,,No SIMILARITY comment found,
O60292,,No SIMILARITY comment found,
O60293,,No SIMILARITY comment found,
O60294,methyltransferase superfamily,LCMT family,
O60296,,milton family,
O60299,,LZTS3 family,
O60303,,No SIMILARITY comment found,
O60304,,krueppel C2H2-type zinc-finger protein family,
O60306,,CWF11 family,
O60307,protein kinase superfamily,AGC Ser/Thr protein kinase family,
O60308,,No SIMILARITY comment found,
O60309,,LRRC37A family,
O60312,,3) family,Type IV subfamily
O60313,TRAFAC class dynamin-like GTPase superfamily,Dynamin/Fzo/YdjA family,
O60315,,delta-EF1/ZFH-1 C2H2-type zinc-finger family,
O60318,,SAC3 family,
O60320,,ENTREP family,
O60330,,No SIMILARITY comment found,
O60331,,No SIMILARITY comment found,
O60333,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,Unc-104 subfamily
O60336,,No SIMILARITY comment found,
O60337,,No SIMILARITY comment found,
O60341,,flavin monoamine oxidase family,
O60343,,No SIMILARITY comment found,
O60346,,No SIMILARITY comment found,
O60347,,No SIMILARITY comment found,
O60353,,G-protein coupled receptor Fz/Smo family,
O60356,,NUPR family,
O60359,,PMP-22/EMP/MP20 family,CACNG subfamily
O60361,,NDK family,
O60381,,No SIMILARITY comment found,
O60383,,TGF-beta family,
O60391,,1) family,NR3B/GRIN3B subfamily
O60393,,No SIMILARITY comment found,
O60403,,G-protein coupled receptor 1 family,
O60404,,G-protein coupled receptor 1 family,
O60412,,G-protein coupled receptor 1 family,
O60422,,CUT homeobox family,
O60423,,3) family,Type IV subfamily
O60427,,fatty acid desaturase type 1 family,
O60431,,G-protein coupled receptor 1 family,
O60437,,plakin or cytolinker family,
O60443,,gasdermin family,
O60447,,No SIMILARITY comment found,
O60449,,No SIMILARITY comment found,
O60462,,neuropilin family,
O60469,,No SIMILARITY comment found,
O60476,,glycosyl hydrolase 47 family,
O60477,,BRINP family,
O60478,,GPR137 family,
O60479,,distal-less homeobox family,
O60481,,GLI C2H2-type zinc-finger protein family,
O60486,,plexin family,
O60487,,myelin P0 protein family,
O60488,,ATP-dependent AMP-binding enzyme family,
O60493,,sorting nexin family,
O60494,,No SIMILARITY comment found,
O60496,,DOK family,Type A subfamily
O60499,,syntaxin family,
O60500,immunoglobulin superfamily,,
O60502,,glycosyl hydrolase 84 family,
O60503,,adenylyl cyclase class-4/guanylyl cyclase family,
O60504,,No SIMILARITY comment found,
O60506,,No SIMILARITY comment found,
O60507,,protein sulfotransferase family,
O60508,,No SIMILARITY comment found,
O60512,,glycosyltransferase 7 family,
O60513,,glycosyltransferase 7 family,
O60516,,eIF4E-binding protein family,
O60518,,importin beta family,
O60519,,bZIP family,ATF subfamily
O60522,,No SIMILARITY comment found,
O60524,,NEMF family,
O60535,,No SIMILARITY comment found,
O60542,,TGF-beta family,GDNF subfamily
O60543,,CIDE family,
O60547,,NAD(P)-dependent epimerase/dehydratase family,6-dehydratase subfamily
O60548,,No SIMILARITY comment found,
O60551,,NMT family,
O60563,,cyclin family,Cyclin C subfamily
O60565,,DAN family,
O60566,protein kinase superfamily,Ser/Thr protein kinase family,BUB1 subfamily
O60568,,No SIMILARITY comment found,
O60573,,eukaryotic initiation factor 4E family,
O60575,,No SIMILARITY comment found,
O60583,,cyclin family,Cyclin C subfamily
O60602,,Toll-like receptor family,
O60603,,Toll-like receptor family,
O60609,,GDNFR family,
O60610,,formin homology family,Diaphanous subfamily
O60613,,selenoprotein M/F family,
O60635,,tetraspanin (TM4SF) family,
O60636,,tetraspanin (TM4SF) family,
O60637,,tetraspanin (TM4SF) family,
O60641,,PICALM/SNAP91 family,
O60645,,SEC6 family,
O60656,,UDP-glycosyltransferase family,
O60658,,cyclic nucleotide phosphodiesterase family,PDE8 subfamily
O60662,,No SIMILARITY comment found,
O60663,,No SIMILARITY comment found,
O60664,,perilipin family,
O60667,,No SIMILARITY comment found,
O60669,major facilitator superfamily,13) family,
O60671,,rad1 family,
O60673,,DNA polymerase type-B family,
O60674,protein kinase superfamily,Tyr protein kinase family,JAK subfamily
O60675,,bZIP family,Maf subfamily
O60676,,cystatin family,
O60678,class I-like SAM-binding methyltransferase superfamily,Protein arginine N-methyltransferase family,
O60682,,No SIMILARITY comment found,
O60683,,pex2/pex10/pex12 family,
O60684,,importin alpha family,
O60687,,No SIMILARITY comment found,
O60688,,yippee family,
O60701,,UDP-glucose/GDP-mannose dehydrogenase family,
O60704,,protein sulfotransferase family,
O60706,ABC transporter superfamily,ABCC family,208) subfamily
O60711,,paxillin family,
O60716,,beta-catenin family,
O60721,,19) family,SLC24A subfamily
O60725,class VI-like SAM-binding methyltransferase superfamily,Isoprenylcysteine carboxyl methyltransferase family,
O60729,,protein-tyrosine phosphatase family,Non-receptor class CDC14 subfamily
O60732,,No SIMILARITY comment found,
O60733,,No SIMILARITY comment found,
O60739,,SUI1 family,
O60741,,potassium channel HCN family,
O60747,,No SIMILARITY comment found,
O60749,,sorting nexin family,
O60755,,G-protein coupled receptor 1 family,
O60756,,No SIMILARITY comment found,
O60759,,No SIMILARITY comment found,
O60760,GST superfamily,Sigma family,
O60762,,glycosyltransferase 2 family,
O60763,,VDP/USO1/EDE1 family,
O60765,,krueppel C2H2-type zinc-finger protein family,
O60774,,FMO family,
O60779,,48) family,
O60783,,universal ribosomal protein uS14 family,
O60784,,TOM1 family,
O60806,,No SIMILARITY comment found,
O60809,,PRAME family,
O60810,,PRAME family,
O60811,,PRAME family,
O60812,,RRM HNRPC family,RALY subfamily
O60813,,PRAME family,
O60814,,histone H2B family,
O60825,,No family label found,
O60826,,CCDC22 family,
O60828,,No SIMILARITY comment found,
O60829,,GAGE family,
O60830,,Tim17/Tim22/Tim23 family,
O60831,,PRA1 family,
O60832,,pseudouridine synthase TruB family,
O60840,,11) family,CACNA1F subfamily
O60841,TRAFAC class translation factor GTPase superfamily,Classic translation factor GTPase family,IF-2 subfamily
O60844,,jacalin lectin family,
O60858,,TRIM/RBCC family,
O60861,,No SIMILARITY comment found,
O60869,,No SIMILARITY comment found,
O60870,,KIN17 family,
O60879,,formin homology family,Diaphanous subfamily
O60880,,No SIMILARITY comment found,
O60882,,peptidase M10A family,
O60883,,G-protein coupled receptor 1 family,
O60884,,No SIMILARITY comment found,
O60885,,BET family,
O60888,,CutA family,
O60890,,No SIMILARITY comment found,
O60894,,RAMP family,
O60895,,RAMP family,
O60896,,RAMP family,
O60902,,paired homeobox family,Bicoid subfamily
O60906,,neutral sphingomyelinase family,
O60907,,WD repeat EBI family,
O60909,,glycosyltransferase 7 family,
O60911,,peptidase C1 family,
O60921,,HUS1 family,
O60925,,prefoldin subunit beta family,
O60927,,No SIMILARITY comment found,
O60928,,1) family,KCNJ13 subfamily
O60930,,RNase H family,
O60931,,cystinosin family,
O60934,,Nibrin family,
O60936,,No SIMILARITY comment found,
O60938,,small leucine-rich proteoglycan (SLRP) family,SLRP class II subfamily
O60939,,17) family,
O60941,,dystrophin family,Dystrobrevin subfamily
O60942,,No family label found,
O75015,,No SIMILARITY comment found,
O75019,,No SIMILARITY comment found,
O75022,,No SIMILARITY comment found,
O75023,,No SIMILARITY comment found,
O75027,ABC transporter superfamily,ABCB family,210) subfamily
O75030,,MiT/TFE family,
O75031,,No SIMILARITY comment found,
O75037,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,
O75038,,No SIMILARITY comment found,
O75044,,No SIMILARITY comment found,
O75051,,plexin family,
O75052,,No SIMILARITY comment found,
O75054,,No SIMILARITY comment found,
O75056,,syndecan proteoglycan family,
O75061,,No SIMILARITY comment found,
O75063,,FAM20 family,
O75064,,No SIMILARITY comment found,
O75069,,TEX28 family,
O75071,,No SIMILARITY comment found,
O75072,,LicD transferase family,
O75074,,LDLR family,
O75077,,No SIMILARITY comment found,
O75078,,No SIMILARITY comment found,
O75081,,CBFA2T family,
O75083,,WD repeat AIP1 family,
O75084,,G-protein coupled receptor Fz/Smo family,
O75093,,No SIMILARITY comment found,
O75094,,No SIMILARITY comment found,
O75095,,No SIMILARITY comment found,
O75096,,LDLR family,
O75106,,copper/topaquinone oxidase family,
O75110,,3) family,Type IV subfamily
O75112,,No SIMILARITY comment found,
O75113,,N4BP1 family,
O75116,protein kinase superfamily,AGC Ser/Thr protein kinase family,
O75121,,No SIMILARITY comment found,
O75122,,CLASP family,
O75123,,krueppel C2H2-type zinc-finger protein family,
O75127,,PTCD1 family,
O75128,,No SIMILARITY comment found,
O75129,,astrotactin family,
O75131,,copine family,
O75132,,No SIMILARITY comment found,
O75140,,IML1 family,
O75143,,ATG13 family,Metazoan subfamily
O75144,immunoglobulin superfamily,BTN/MOG family,
O75145,,liprin family,Liprin-alpha subfamily
O75146,,SLA2 family,
O75147,,No SIMILARITY comment found,
O75150,,BRE1 family,
O75151,,JHDM1 histone demethylase family,JHDM1D subfamily
O75152,,No SIMILARITY comment found,
O75153,,CLU family,
O75154,,No SIMILARITY comment found,
O75155,,CAND family,
O75157,,TSC-22/Dip/Bun family,
O75159,,No SIMILARITY comment found,
O75161,,NPHP4 family,
O75164,,JHDM3 histone demethylase family,
O75165,,No SIMILARITY comment found,
O75167,,phosphatase and actin regulator family,
O75170,,SAPS family,
O75173,,No SIMILARITY comment found,
O75175,,CNOT2/3/5 family,
O75177,,SS18 family,
O75179,,No SIMILARITY comment found,
O75182,,No SIMILARITY comment found,
O75185,,3) family,Type IIA subfamily
O75190,,No SIMILARITY comment found,
O75191,,FGGY kinase family,
O75192,,peroxin-11 family,
O75197,,LDLR family,
O75204,,TMEM127 family,
O75208,,COQ9 family,
O75223,,gamma-glutamylcyclotransferase family,
O75251,,complex I 20 kDa subunit family,
O75264,,PDZK1-interacting protein 1/SMIM24 family,
O75271,protein kinase superfamily,,
O75290,,krueppel C2H2-type zinc-finger protein family,
O75293,,GADD45 family,
O75298,,No SIMILARITY comment found,
O75306,,complex I 49 kDa subunit family,
O75309,,No SIMILARITY comment found,
O75310,,UDP-glycosyltransferase family,
O75311,,9) family,GLRA3 sub-subfamily
O75312,,ZPR1 family,
O75317,,peptidase C19 family,USP12/USP46 subfamily
O75319,,protein-tyrosine phosphatase family,Non-receptor class dual specificity subfamily
O75323,,NipSnap family,
O75324,,stannin family,
O75325,,No SIMILARITY comment found,
O75326,,semaphorin family,
O75330,,No SIMILARITY comment found,
O75333,,No SIMILARITY comment found,
O75334,,liprin family,Liprin-alpha subfamily
O75335,,liprin family,Liprin-alpha subfamily
O75339,,No SIMILARITY comment found,
O75340,,No SIMILARITY comment found,
O75342,,lipoxygenase family,
O75343,,adenylyl cyclase class-4/guanylyl cyclase family,
O75344,,FKBP6 family,
O75346,,krueppel C2H2-type zinc-finger protein family,
O75347,,TBCA family,
O75348,,V-ATPase G subunit family,
O75351,,AAA ATPase family,
O75352,,3) family,
O75354,,GDA1/CD39 NTPase family,
O75355,,GDA1/CD39 NTPase family,
O75356,,GDA1/CD39 NTPase family,
O75360,,paired homeobox family,
O75362,,krueppel C2H2-type zinc-finger protein family,
O75363,,No SIMILARITY comment found,
O75364,,paired homeobox family,Bicoid subfamily
O75365,,protein-tyrosine phosphatase family,
O75366,,villin/gelsolin family,
O75367,,histone H2A family,
O75368,,SH3BGR family,
O75369,,filamin family,
O75373,,krueppel C2H2-type zinc-finger protein family,
O75376,,N-CoR nuclear receptor corepressors family,
O75379,,synaptobrevin family,
O75380,,complex I NDUFS6 subunit family,
O75381,,peroxin-14 family,
O75382,,TRIM/RBCC family,
O75385,protein kinase superfamily,Ser/Thr protein kinase family,APG1/unc-51/ULK1 subfamily
O75386,,TUB family,
O75387,,44) family,
O75388,,G-protein coupled receptor 1 family,
O75390,,citrate synthase family,
O75391,,No SIMILARITY comment found,
O75394,,bacterial ribosomal protein bL33 family,
O75396,,synaptobrevin family,
O75398,,No SIMILARITY comment found,
O75400,,PRPF40 family,
O75409,,No SIMILARITY comment found,
O75410,,TACC family,
O75414,,NDK family,
O75417,,DNA polymerase type-A family,
O75419,,CDC45 family,
O75420,,GIGYF family,
O75425,,No SIMILARITY comment found,
O75426,,No SIMILARITY comment found,
O75427,,No SIMILARITY comment found,
O75431,,metaxin family,
O75436,,VPS26 family,
O75437,,krueppel C2H2-type zinc-finger protein family,
O75438,,complex I NDUFB1 subunit family,
O75439,,peptidase M16 family,
O75443,,No SIMILARITY comment found,
O75444,,bZIP family,Maf subfamily
O75445,,No SIMILARITY comment found,
O75446,,SAP30 family,
O75448,,Mediator complex subunit 24 family,
O75449,,AAA ATPase family,Katanin p60 subunit A1 subfamily
O75452,,short-chain dehydrogenases/reductases (SDR) family,
O75459,,GAGE family,
O75460,protein kinase superfamily,Ser/Thr protein kinase family,
O75461,,E2F/DP family,
O75462,,type I cytokine receptor family,Type 3 subfamily
O75467,,krueppel C2H2-type zinc-finger protein family,
O75469,,nuclear hormone receptor family,NR1 subfamily
O75473,,G-protein coupled receptor 1 family,
O75474,,GSK-3-binding protein family,
O75475,,HDGF family,
O75477,,band 7/mec-2 family,
O75478,,No SIMILARITY comment found,
O75486,,SPT3 family,
O75487,,glypican family,
O75489,,complex I 30 kDa subunit family,
O75493,,alpha-carbonic anhydrase family,
O75494,,splicing factor SR family,
O75496,,geminin family,
O75503,,CLN5 family,
O75506,,HSBP1 family,
O75508,,claudin family,
O75509,,No SIMILARITY comment found,
O75521,,No family label found,
O75525,,KHDRBS family,
O75526,,No SIMILARITY comment found,
O75528,,NGG1 family,
O75529,,WD repeat TAF5 family,
O75530,,WD repeat ESC family,
O75531,,BAF family,
O75533,,SF3B1 family,
O75534,,UNR family,
O75541,,krueppel C2H2-type zinc-finger protein family,
O75553,,No SIMILARITY comment found,
O75554,,No SIMILARITY comment found,
O75556,,secretoglobin family,Lipophilin subfamily
